"num_fatura","nom_filial","tpo_cliente","nom_sexo_cliente","id_linha_produto","vlr_preco_unitario","qtd_produtos","dta_venda","hra_venda","nom_forma_pagam","num_avaliacao"
"364-33-8584","B","Member","Female","3","52.89","4","3/8/2019","15:27","Cash","10"
"665-63-9737","B","Normal","Male","2","157.26","3","2/27/2019","17:36","Debit card","9"
"695-09-5146","B","Member","Female","3","296.37","3","2/23/2019","20:00","Debit card","8"
"155-45-3814","C","Member","Female","1","265.65002","6","3/19/2019","15:29","Debit card","6"
"794-32-2436","B","Member","Male","1","167.01","1","3/27/2019","15:08","Debit card","7"
"131-15-8856","C","Member","Female","3","217.56","6","3/30/2019","19:26","Credit card","5"
"273-84-2164","C","Member","Male","1","36.15","5","2/16/2019","15:53","Debit card","7"
"706-36-6154","A","Member","Male","5","58.08","9","1/18/2019","18:43","Debit card","10"
"778-89-7974","C","Normal","Male","4","210.63","4","3/30/2019","14:58","Cash","9"
"574-31-8277","B","Member","Male","2","100.89","2","3/20/2019","19:55","Cash","3"
"859-71-0933","C","Member","Female","6","46.47","4","1/16/2019","15:10","Cash","8"
"740-11-5257","C","Normal","Male","1","74.22","10","2/24/2019","16:44","Cash","9"
"369-82-2676","B","Normal","Male","1","226.98001","5","1/15/2019","18:22","Debit card","10"
"563-47-4072","B","Normal","Female","4","167.43001","6","1/22/2019","11:52","Cash","10"
"742-04-5161","A","Member","Male","5","218.34","10","2/3/2019","17:24","Cash","9"
"149-15-7606","B","Member","Male","6","111.96","7","3/6/2019","15:31","Debit card","6"
"133-77-3154","B","Member","Male","2","180.54001","4","2/16/2019","18:04","Credit card","10"
"169-52-4504","A","Normal","Female","1","47.07","2","3/14/2019","14:13","Credit card","7"
"250-81-7186","C","Normal","Female","1","299.07","2","2/27/2019","10:23","Credit card","4"
"562-12-5430","A","Member","Female","2","264.45","3","1/18/2019","10:11","Debit card","10"
"816-72-8853","A","Member","Female","6","83.79","10","1/29/2019","15:48","Cash","7"
"491-38-3499","A","Member","Male","2","166.35","1","2/26/2019","17:46","Credit card","6"
"322-02-2271","B","Normal","Female","6","128.91","3","2/3/2019","11:46","Cash","10"
"842-29-4695","C","Member","Male","6","51.42","7","1/16/2019","12:07","Credit card","10"
"725-67-2480","B","Member","Female","2","176.25","4","3/24/2019","18:14","Credit card","7"
"641-51-2661","C","Member","Female","3","261.3","10","2/12/2019","14:45","Credit card","10"
"714-02-3114","C","Normal","Female","6","296.40002","2","2/21/2019","11:39","Cash","10"
"518-17-2983","A","Normal","Female","2","145.89","4","2/4/2019","15:44","Debit card","9"
"779-42-2410","B","Member","Male","3","173.22","9","2/20/2019","13:06","Debit card","10"
"190-14-3147","B","Normal","Female","4","53.909996","4","2/23/2019","20:43","Debit card","8"
"408-66-6712","C","Member","Female","4","143.13","6","2/16/2019","14:19","Debit card","5"
"679-22-6530","B","Normal","Female","6","121.86","2","1/17/2019","10:01","Credit card","5"
"588-47-8641","A","Member","Male","2","168.12","20","1/14/2019","19:30","Debit card","2"
"642-61-4706","B","Member","Male","3","280.2","24","3/30/2019","16:34","Cash","7"
"576-31-4774","B","Normal","Female","4","null","2","3/2/2019","13:10","Debit card","5"
"556-41-6224","C","Normal","Male","4","100.92","8","2/15/2019","17:10","Credit card","10"
"811-03-8790","A","Normal","Female","1","136.44","8","3/1/2019","10:22","Credit card","6"
"242-11-3142","B","Member","Male","2","251.31","6","2/24/2019","19:57","Cash","2"
"752-23-3760","B","Member","Female","6","192.24","84","2/19/2019","19:29","Credit card","4"
"274-05-5470","A","Member","Female","3","220.41","4","2/23/2019","18:30","Cash","7"
"648-94-3045","C","Normal","Male","4","176.85","10","2/7/2019","14:27","Debit card","10"
"130-67-4723","A","Member","Male","3","145.5","9","1/11/2019","13:57","Debit card","10"
"528-87-5606","B","Member","Female","1","118.44","3","2/12/2019","19:43","Cash","3"
"320-85-2052","B","Normal","Female","6","104.43001","1","1/14/2019","10:11","Credit card","9"
"370-96-0655","C","Normal","Female","2","147.95999","6","1/9/2019","13:46","Debit card","9"
"105-10-6182","A","Member","Male","2","64.44","4","2/27/2019","12:22","Debit card","3"
"510-79-0415","B","Member","Female","6","69.24","36","1/24/2019","19:20","Debit card","2"
"241-96-5076","B","Member","Female","5","147.29999","6","1/8/2019","12:58","Credit card","3"
"767-97-4650","B","Member","Female","6","194.49","4","1/8/2019","11:59","Credit card","10"
"648-83-1321","A","Member","Male","5","190.68001","10","1/16/2019","17:59","Cash","5"
"173-57-2300","C","Member","Male","6","218.63998","1","3/13/2019","12:51","Cash","7"
"305-03-2383","A","Normal","Female","3","201.29999","3","2/15/2019","10:36","Cash","9"
"394-55-6384","C","Member","Female","6","210.57","18","1/25/2019","13:38","Cash","8"
"266-20-6657","C","Member","Male","3","165.12","84","3/12/2019","19:39","Debit card","6"
"689-05-1884","A","Member","Male","4","145.89","16","3/4/2019","12:44","Cash","5"
"196-01-2849","C","Member","Female","2","220.13998","7","2/10/2019","13:56","Cash","10"
"372-62-5264","C","Normal","Female","3","157.79999","9","1/16/2019","14:42","Cash","9"
"800-09-8606","A","Member","Female","5","262.11002","10","1/29/2019","19:45","Cash","3"
"182-52-7000","A","Member","Female","6","81.12","8","1/1/2019","20:26","Debit card","8"
"826-58-8051","B","Normal","Male","5","186.56999","12","1/6/2019","19:46","Debit card","2"
"868-06-0466","A","Member","Male","1","208.74","18","2/19/2019","19:38","Credit card","4"
"751-41-9720","C","Normal","Male","5","292.5","10","1/12/2019","16:18","Debit card","10"
"626-43-7888","C","Normal","Female","2","181.23","8","2/7/2019","12:23","Debit card","10"
"176-64-7711","B","Normal","Male","3","96.96","7","3/27/2019","19:11","Credit card","2"
"191-29-0321","B","Member","Female","2","59.31","10","2/27/2019","18:57","Credit card","6"
"729-06-2010","B","Member","Male","4","241.41","9","1/6/2019","11:18","Cash","10"
"640-48-5028","B","Member","Female","5","null","21","3/2/2019","12:40","Cash","3"
"186-79-9562","B","Normal","Male","4","215.31","5","3/29/2019","14:06","Cash","10"
"834-45-5519","B","Normal","Female","1","129","4","1/31/2019","20:48","Debit card","9"
"162-65-8559","C","Member","Male","3","206.94","1","1/21/2019","20:13","Cash","6"
"760-27-5490","C","Normal","Male","2","46.86","8","1/20/2019","20:37","Debit card","10"
"445-30-9252","A","Normal","Male","6","77.100006","3","1/17/2019","17:59","Debit card","7"
"786-94-2700","A","Member","Male","3","241.86002","18","2/28/2019","20:18","Cash","10"
"728-88-7867","C","Member","Female","5","226.59","3","3/19/2019","15:52","Debit card","10"
"183-21-3799","C","Normal","Female","1","232.88998","9","2/19/2019","15:14","Debit card","9"
"268-20-3585","C","Normal","Female","4","41.550003","9","2/4/2019","12:50","Debit card","7"
"735-32-9839","C","Member","Male","2","296.09998","20","1/31/2019","10:36","Debit card","5"
"258-92-7466","A","Normal","Female","4","107.04","5","2/6/2019","18:33","Credit card","8"
"857-16-3520","A","Member","Female","2","214.38","5","3/28/2019","16:06","Debit card","5"
"482-17-1179","A","Member","Male","1","35.82","6","1/19/2019","12:47","Credit card","4"
"788-21-5741","A","Normal","Male","2","136.14","3","2/17/2019","13:34","Credit card","9"
"821-14-9046","B","Member","Female","2","52.44","6","1/18/2019","15:04","Credit card","7"
"418-05-0656","B","Normal","Female","2","null","7","2/2/2019","20:42","Cash","9"
"678-79-0726","C","Member","Female","6","271.88998","18","1/18/2019","15:28","Cash","6"
"776-68-1096","B","Normal","Male","5","132.36","2","3/18/2019","13:45","Credit card","10"
"592-46-1692","C","Member","Female","3","110.31","7","1/11/2019","20:10","Cash","9"
"434-35-9162","B","Member","Male","3","70.020004","12","2/4/2019","18:53","Debit card","9"
"149-14-0304","C","Member","Female","4","85.5","8","2/6/2019","14:24","Cash","8"
"442-44-6497","C","Member","Male","5","166.70999","3","1/8/2019","11:42","Credit card","7"
"174-64-0215","B","Normal","Male","6","209.22","8","3/5/2019","17:49","Credit card","10"
"210-74-9613","C","Normal","Male","2","291.78","3","3/16/2019","15:33","Debit card","8"
"299-29-0180","B","Member","Female","5","156.54001","5","3/9/2019","10:54","Cash","10"
"247-11-2470","A","Member","Female","2","66.96","3","3/1/2019","16:23","Credit card","5"
"635-28-5728","A","Normal","Male","4","168","6","2/28/2019","19:33","Debit card","2"
"756-49-0168","A","Member","Male","2","59.100002","1","2/8/2019","11:39","Debit card","10"
"438-23-1242","B","Normal","Male","1","227.63998","7","1/24/2019","10:38","Debit card","10"
"238-45-6950","B","Member","Male","3","161.16","12","3/1/2019","20:03","Debit card","8"
"607-65-2441","C","Member","Male","4","245.84999","8","3/10/2019","12:39","Credit card","7"
"386-27-7606","C","Member","Female","5","243.59999","5","3/23/2019","15:59","Credit card","10"
"137-63-5492","C","Normal","Male","1","176.28","10","1/29/2019","14:26","Debit card","10"
"197-77-7132","B","Member","Male","1","274.68","8","1/12/2019","18:22","Debit card","7"
"805-86-0265","A","Normal","Male","5","281.88","7","3/20/2019","11:32","Cash","10"
"733-29-1227","C","Normal","Male","5","166.83","5","3/23/2019","12:41","Cash","10"
"451-73-2711","C","Normal","Male","3","254.49","1","1/14/2019","15:20","Debit card","10"
"373-14-0504","A","Member","Female","6","214.88998","8","2/12/2019","14:33","Debit card","10"
"546-80-2899","A","Member","Male","5","113.06999","2","2/20/2019","15:29","Debit card","10"
"345-68-9016","C","Member","Female","6","null","16","1/2/2019","16:19","Credit card","7"
"390-17-5806","C","Member","Female","3","null","1","2/2/2019","16:33","Cash","10"
"457-13-1708","B","Member","Male","2","195.69","30","1/8/2019","19:07","Credit card","3"
"664-14-2882","C","Member","Female","5","31.59","5","1/30/2019","14:43","Credit card","7"
"487-79-6868","B","Member","Female","5","36.87","21","3/26/2019","19:28","Credit card","4"
"314-23-4520","C","Member","Male","4","243.69","7","1/15/2019","20:44","Cash","10"
"210-30-7976","B","Member","Female","2","66.96","3","3/14/2019","11:16","Debit card","5"
"585-86-8361","A","Normal","Female","3","81.840004","5","2/3/2019","10:31","Credit card","10"
"807-14-7833","A","Member","Female","1","52.260002","20","2/22/2019","12:30","Debit card","4"
"775-72-1988","B","Normal","Male","5","219.84","5","1/24/2019","15:05","Debit card","10"
"288-38-3758","C","Member","Female","2","254.61002","3","1/25/2019","18:30","Debit card","9"
"652-43-6591","A","Normal","Female","2","291.87","6","3/9/2019","13:18","Credit card","8"
"785-96-0615","B","Member","Female","1","107.22","8","2/17/2019","15:28","Debit card","6"
"406-46-7107","A","Normal","Female","5","289.56","6","1/11/2019","11:52","Cash","5"
"250-17-5703","A","Member","Male","3","56.550003","30","2/27/2019","18:24","Debit card","7"
"156-95-3964","A","Normal","Female","3","166.17","3","3/25/2019","15:19","Debit card","10"
"842-40-8179","B","Member","Female","3","231.59999","10","2/11/2019","10:38","Credit card","7"
"525-09-8450","B","Normal","Male","1","216.38998","10","1/31/2019","15:12","Credit card","5"
"410-67-1709","A","Member","Female","2","191.64","8","1/20/2019","17:48","Debit card","10"
"587-73-4862","A","Member","Female","4","32.07","4","3/26/2019","11:07","Debit card","9"
"787-87-2010","A","Member","Male","4","166.5","4","1/20/2019","15:48","Credit card","8"
"593-14-4239","B","Normal","Female","5","286.38","19","3/5/2019","19:40","Debit card","2"
"801-88-0346","C","Normal","Female","2","228.18","3","1/5/2019","20:30","Credit card","10"
"388-76-2555","B","Normal","Male","6","41.07","6","2/13/2019","13:59","Cash","8"
"711-31-1234","B","Normal","Female","1","286.91998","3","3/16/2019","18:51","Cash","10"
"886-54-6089","A","Normal","Female","5","34.29","6","1/15/2019","17:24","Cash","10"
"707-32-7409","B","Member","Female","6","286.62","16","2/26/2019","11:58","Debit card","5"
"759-98-4285","C","Member","Female","4","257.61002","7","2/27/2019","19:01","Credit card","10"
"201-63-8275","C","Member","Female","6","203.97","28","2/17/2019","16:50","Debit card","7"
"471-06-8611","C","Normal","Female","3","157.26","2","2/6/2019","10:22","Credit card","3"
"200-16-5952","C","Member","Male","3","196.95001","3","1/17/2019","16:46","Cash","7"
"120-54-2248","B","Normal","Female","3","86.58","5","1/22/2019","18:08","Credit card","10"
"102-77-2261","C","Member","Male","4","195.93","5","3/5/2019","18:02","Credit card","5"
"875-31-8302","B","Normal","Male","6","280.13998","1","1/3/2019","13:07","Cash","10"
"102-06-2002","C","Member","Male","6","75.75","4","3/20/2019","17:52","Cash","7"
"457-94-0464","B","Member","Male","1","263.61002","9","1/31/2019","20:32","Debit card","7"
"629-42-4133","C","Normal","Male","4","65.399994","8","2/19/2019","19:24","Cash","10"
"534-53-3526","A","Normal","Female","6","284.28","4","2/11/2019","16:06","Debit card","10"
"307-04-2070","A","Member","Female","2","91.86","1","2/5/2019","14:14","Credit card","5"
"468-99-7231","C","Normal","Female","5","132.03","6","3/3/2019","17:36","Cash","10"
"516-77-6464","C","Member","Female","4","30.48","5","2/24/2019","13:08","Debit card","5"
"404-91-5964","A","Normal","Male","1","223.74","7","2/4/2019","16:09","Credit card","10"
"886-77-9084","C","Normal","Male","1","215.67","8","2/19/2019","11:33","Debit card","7"
"790-38-4466","C","Normal","Female","4","32.97","12","1/23/2019","10:18","Credit card","5"
"704-10-4056","C","Member","Male","4","181.41","7","1/14/2019","10:55","Credit card","3"
"497-37-6538","A","Normal","Male","6","176.73","7","1/17/2019","15:15","Debit card","10"
"651-96-5970","A","Normal","Male","2","139.23","0","3/3/2019","20:06","Credit card","5"
"400-80-4065","C","Member","Male","4","205.65001","4","2/15/2019","20:21","Credit card","10"
"744-16-7898","B","Normal","Female","5","292.11002","10","1/15/2019","13:48","Credit card","6"
"263-12-5321","A","Member","Male","1","277.8","14","2/27/2019","12:52","Credit card","5"
"702-72-0487","A","Normal","Female","1","139.83","4","2/26/2019","12:28","Credit card","3"
"605-83-1050","B","Normal","Male","2","81.54","1","3/15/2019","16:26","Debit card","5"
"443-60-9639","C","Member","Female","5","182.61","1","1/24/2019","13:24","Cash","7"
"864-24-7918","A","Member","Female","6","73.47","40","2/22/2019","15:15","Cash","10"
"359-94-5395","B","Normal","Male","4","278.34","0","3/15/2019","10:50","Credit card","10"
"401-09-4232","C","Member","Male","5","260.07","5","2/11/2019","18:38","Debit card","10"
"751-15-6198","B","Normal","Male","6","69.03","6","1/12/2019","16:45","Debit card","10"
"324-41-6833","C","Member","Female","1","90.600006","6","3/3/2019","19:30","Debit card","6"
"474-33-8305","C","Member","Male","2","202.17","5","3/23/2019","13:23","Debit card","8"
"759-29-9521","A","Member","Female","2","146.88","7","3/4/2019","11:27","Cash","10"
"831-81-6575","B","Member","Female","1","226.76999","9","2/23/2019","11:12","Cash","10"
"220-68-6701","A","Normal","Female","5","232.41","3","3/17/2019","16:36","Cash","5"
"618-34-8551","A","Normal","Female","6","279.54","2","1/16/2019","18:41","Credit card","10"
"257-60-7754","A","Normal","Female","1","150.69","4","1/8/2019","17:12","Cash","10"
"559-61-5987","B","Normal","Female","4","53.25","1","1/14/2019","10:38","Cash","10"
"189-55-2313","C","Normal","Female","2","186.54001","25","1/31/2019","10:33","Debit card","3"
"565-91-4567","B","Normal","Male","4","32.25","6","3/15/2019","14:38","Debit card","8"
"380-60-5336","A","Normal","Female","1","120.78","10","2/24/2019","18:06","Credit card","6"
"815-04-6282","C","Member","Female","6","194.91","20","2/8/2019","12:52","Credit card","8"
"674-56-6360","A","Normal","Male","1","285.45","0","3/22/2019","14:00","Cash","7"
"778-34-2523","A","Member","Female","1","145.86","8","1/24/2019","10:57","Cash","6"
"499-27-7781","B","Normal","Female","3","159.63","6","3/14/2019","16:45","Debit card","6"
"477-59-2456","C","Normal","Female","2","136.31999","7","1/23/2019","11:15","Cash","10"
"832-51-6761","A","Normal","Male","3","101.64","8","1/19/2019","20:29","Debit card","10"
"869-11-3082","B","Member","Male","4","288.48","4","1/27/2019","20:03","Credit card","10"
"190-59-3964","B","Member","Male","3","141.48","15","2/3/2019","14:35","Credit card","7"
"366-43-6862","B","Normal","Male","1","158.67","3","3/25/2019","16:32","Debit card","8"
"186-43-8965","A","Member","Female","5","143.04001","2","2/24/2019","10:10","Credit card","5"
"784-21-9238","C","Member","Male","6","30.51","1","2/7/2019","14:15","Cash","7"
"276-75-6884","A","Normal","Female","4","206.13","2","3/4/2019","10:05","Cash","10"
"109-86-4363","B","Member","Female","6","180.24","28","2/14/2019","11:36","Credit card","5"
"569-76-2760","A","Member","Female","6","66.03","8","1/29/2019","18:15","Credit card","8"
"222-42-0244","B","Member","Female","4","216.33","9","1/28/2019","13:53","Credit card","10"
"760-53-9233","A","Member","Male","2","123.84","2","3/26/2019","18:37","Credit card","10"
"538-22-0304","C","Normal","Male","1","194.84999","8","3/24/2019","18:27","Cash","6"
"416-17-9926","A","Member","Female","1","222.66","10","1/1/2019","14:42","Credit card","5"
"237-44-6163","A","Normal","Male","1","31.68","8","1/24/2019","17:43","Cash","9"
"636-17-0325","B","Normal","Male","4","187.70999","4","2/25/2019","18:37","Cash","10"
"343-75-9322","B","Member","Female","6","35.550003","16","1/9/2019","16:34","Cash","5"
"528-14-9470","A","Member","Male","4","273.90002","1","2/14/2019","14:42","Debit card","10"
"427-45-9297","B","Member","Female","5","122.19","5","3/12/2019","11:01","Debit card","7"
"807-34-3742","A","Normal","Male","2","157.14","1","3/26/2019","19:44","Cash","3"
"288-62-1085","A","Member","Male","2","115.62","5","1/9/2019","13:34","Debit card","7"
"670-71-7306","B","Normal","Male","6","null","6","1/2/2019","20:08","Credit card","6"
"660-29-7083","C","Normal","Male","1","167.61","10","1/15/2019","15:01","Cash","7"
"271-77-8740","C","Member","Female","6","87.659996","12","1/1/2019","11:40","Debit card","6"
"497-36-0989","A","Normal","Male","2","155.81999","3","2/15/2019","15:21","Cash","10"
"291-59-1384","B","Normal","Male","1","180.9","1","2/28/2019","17:38","Cash","7"
"860-73-6466","A","Member","Female","6","null","12","3/2/2019","16:16","Credit card","6"
"549-23-9016","C","Member","Female","3","44.61","2","2/13/2019","18:15","Credit card","10"
"896-34-0956","A","Normal","Male","2","63.96","2","1/26/2019","12:43","Cash","3"
"804-38-3935","A","Member","Male","1","281.34","3","1/30/2019","11:32","Credit card","7"
"585-90-0249","A","Member","Male","1","219.78","1","1/27/2019","18:08","Debit card","10"
"862-29-5914","C","Normal","Female","6","67.14","1","1/30/2019","17:08","Credit card","10"
"845-94-6841","C","Member","Female","3","218.63998","9","1/8/2019","19:38","Cash","5"
"125-45-2293","A","Normal","Female","2","297.3","6","1/19/2019","13:11","Cash","5"
"843-73-4724","A","Normal","Male","2","222.29999","1","1/25/2019","11:05","Cash","10"
"409-33-9708","A","Normal","Female","2","295.44","2","2/19/2019","10:12","Debit card","10"
"658-66-3967","C","Normal","Male","4","159.56999","7","1/14/2019","15:42","Debit card","6"
"866-70-2814","B","Normal","Female","1","158.37","10","2/25/2019","11:58","Debit card","10"
"160-22-2687","A","Member","Female","4","287.84998","5","1/23/2019","14:21","Debit card","10"
"895-03-6665","B","Normal","Female","2","109.53","9","2/16/2019","10:52","Cash","5"
"770-42-8960","B","Normal","Male","3","63.36","24","1/1/2019","19:31","Cash","3"
"748-45-2862","A","Member","Female","5","84.93","3","3/7/2019","18:35","Cash","10"
"234-36-2483","B","Normal","Male","4","172.77","6","2/15/2019","13:51","Cash","6"
"316-66-3011","A","Member","Female","3","142.89","18","1/23/2019","12:35","Cash","3"
"848-95-6252","C","Member","Female","5","258.81","1","2/20/2019","13:24","Debit card","9"
"840-76-5966","A","Member","Male","6","38.28","2","1/8/2019","18:06","Debit card","10"
"152-03-4217","B","Normal","Female","5","33.84","7","3/17/2019","11:55","Credit card","5"
"533-66-5566","B","Normal","Female","5","153.20999","7","1/12/2019","11:42","Cash","9"
"124-31-1458","A","Member","Female","1","238.76999","3","1/8/2019","14:30","Cash","8"
"176-78-1170","C","Member","Male","4","101.43001","3","1/26/2019","15:11","Debit card","9"
"361-59-0574","B","Member","Male","6","271.59","6","3/15/2019","14:48","Credit card","8"
"101-81-4070","C","Member","Female","4","188.45999","2","1/17/2019","12:36","Debit card","6"
"631-34-1880","C","Member","Male","3","72.93","4","1/8/2019","19:09","Credit card","5"
"852-82-2749","A","Normal","Male","6","193.76999","4","1/6/2019","13:35","Debit card","10"
"873-14-6353","A","Member","Male","3","74.46","21","2/16/2019","10:33","Credit card","9"
"584-66-4073","C","Normal","Male","2","169.5","0","3/13/2019","15:45","Debit card","10"
"544-55-9589","B","Member","Female","1","64.29","10","1/28/2019","11:51","Cash","8"
"166-19-2553","A","Member","Male","6","267.18","6","1/18/2019","17:26","Cash","10"
"737-88-5876","A","Member","Male","5","69.87","3","3/19/2019","11:52","Credit card","7"
"154-87-7367","C","Normal","Male","5","195.78","6","3/15/2019","14:04","Debit card","8"
"885-56-0389","C","Member","Male","2","157.04999","1","2/12/2019","17:49","Cash","5"
"608-05-3804","B","Member","Male","1","119.25","1","2/25/2019","20:19","Cash","7"
"448-61-3783","A","Normal","Female","1","270.06","6","3/21/2019","16:08","Credit card","5"
"761-49-0439","B","Member","Female","1","36.300003","8","1/19/2019","10:17","Debit card","10"
"490-95-0021","B","Member","Female","3","99.63","10","1/8/2019","14:25","Debit card","7"
"115-38-7388","C","Member","Female","2","30.54","6","3/30/2019","12:51","Credit card","10"
"311-13-6971","B","Member","Male","6","95.97","10","2/20/2019","15:18","Credit card","10"
"291-55-6563","A","Member","Female","5","103.259995","9","3/30/2019","12:45","Debit card","4"
"548-48-3156","A","Member","Female","3","250.01999","1","3/19/2019","13:37","Cash","9"
"460-93-5834","A","Normal","Male","6","136.74","7","1/13/2019","10:03","Cash","6"
"325-89-4209","A","Member","Male","3","263.7","6","2/5/2019","19:42","Debit card","4"
"884-80-6021","A","Member","Female","1","220.41","8","3/23/2019","13:14","Debit card","10"
"137-74-8729","C","Normal","Female","2","36.57","6","3/13/2019","12:47","Debit card","8"
"880-46-5796","A","Member","Male","6","230.76","16","3/17/2019","19:53","Debit card","3"
"389-70-2397","C","Normal","Female","4","250.98001","12","2/21/2019","10:26","Cash","4"
"114-35-5271","B","Normal","Female","1","173.73","8","2/7/2019","15:06","Cash","10"
"607-76-6216","C","Member","Female","2","null","4","3/2/2019","16:35","Credit card","10"
"715-20-1673","B","Normal","Male","1","85.14","4","3/6/2019","20:57","Cash","10"
"811-35-1094","B","Member","Male","1","151.35","6","2/6/2019","15:16","Credit card","10"
"699-88-1972","B","Normal","Male","4","297.48","8","1/28/2019","17:47","Credit card","5"
"781-84-8059","C","Normal","Male","2","182.22","7","1/18/2019","16:23","Debit card","6"
"409-49-6995","C","Member","Female","3","141.81","15","2/5/2019","10:17","Cash","5"
"725-54-0677","C","Member","Male","4","null","5","3/2/2019","13:50","Cash","6"
"146-09-5432","A","Member","Male","3","105.12","54","2/9/2019","19:17","Debit card","2"
"377-79-7592","C","Member","Female","1","134.52","9","1/14/2019","14:00","Credit card","9"
"509-10-0516","B","Normal","Male","5","137.91","12","2/9/2019","12:02","Debit card","3"
"595-94-9924","A","Member","Female","4","83.19","4","3/26/2019","20:21","Credit card","5"
"865-41-9075","A","Normal","Male","3","34.59","7","1/28/2019","17:35","Cash","10"
"545-07-8534","C","Normal","Female","4","174.95999","2","2/14/2019","12:42","Debit card","7"
"118-62-1812","C","Member","Female","5","235.13998","3","3/24/2019","17:56","Cash","10"
"450-42-3339","C","Normal","Male","4","253.83","10","2/9/2019","18:58","Credit card","10"
"851-98-3555","B","Normal","Female","4","248.63998","4","3/24/2019","14:08","Credit card","8"
"186-71-5196","A","Member","Female","3","238.62","1","3/27/2019","16:30","Debit card","8"
"624-01-8356","B","Normal","Female","5","147.03","10","1/27/2019","10:44","Credit card","5"
"313-66-9943","B","Member","Female","3","87.45","2","3/27/2019","20:29","Credit card","9"
"151-27-8496","C","Normal","Female","1","168.39","4","1/19/2019","11:43","Debit card","10"
"453-33-6436","A","Normal","Female","5","279.36002","8","2/7/2019","10:09","Cash","8"
"522-57-8364","A","Member","Male","2","154.02","8","1/31/2019","10:00","Debit card","9"
"459-45-2396","A","Member","Female","3","298.8","3","2/25/2019","18:45","Cash","7"
"717-96-4189","C","Normal","Female","1","null","6","2/2/2019","12:40","Cash","5"
"722-13-2115","C","Member","Male","6","128.54999","0","3/14/2019","15:36","Credit card","10"
"749-81-8133","A","Normal","Female","2","284.01","6","3/11/2019","12:04","Cash","4"
"777-67-2495","B","Normal","Male","5","206.91","3","2/22/2019","11:26","Debit card","10"
"636-98-3364","B","Member","Female","1","null","7","3/2/2019","12:36","Debit card","3"
"246-55-6923","C","Member","Female","5","107.37","7","3/10/2019","15:06","Credit card","6"
"181-82-6255","B","Normal","Female","5","49.11","6","2/8/2019","10:58","Cash","9"
"838-02-1821","C","Member","Female","5","38.19","2","2/22/2019","12:10","Credit card","6"
"887-42-0517","C","Normal","Female","6","249.42","17","1/10/2019","10:31","Credit card","3"
"457-12-0244","C","Member","Female","6","105.66","36","3/14/2019","13:49","Debit card","8"
"226-34-0034","B","Normal","Female","1","41.34","4","1/10/2019","11:10","Debit card","10"
"321-49-7382","B","Member","Male","6","264.93","1","2/15/2019","17:38","Credit card","6"
"397-25-8725","A","Member","Female","4","118.86","9","1/13/2019","17:54","Credit card","8"
"431-66-2305","B","Normal","Female","1","264.75","9","2/15/2019","20:51","Credit card","9"
"825-94-5922","B","Normal","Male","6","null","4","3/2/2019","19:26","Debit card","4"
"641-62-7288","B","Normal","Male","5","299.76","4","3/24/2019","13:33","Debit card","9"
"756-93-1854","C","Member","Female","2","null","2","2/2/2019","14:05","Credit card","10"
"243-55-8457","A","Normal","Female","3","223.32","10","2/27/2019","11:40","Debit card","6"
"458-10-8612","C","Normal","Male","4","192.24","7","1/20/2019","12:27","Debit card","9"
"501-61-1753","B","Normal","Female","5","189.45001","6","1/3/2019","20:24","Debit card","10"
"235-06-8510","C","Member","Male","5","257.16","3","1/24/2019","20:59","Debit card","6"
"433-08-7822","C","Normal","Female","4","236.67","7","1/5/2019","19:48","Debit card","9"
"361-85-2571","A","Normal","Female","6","268.44","4","3/30/2019","10:18","Cash","9"
"131-70-8179","A","Member","Female","4","276.27","3","2/17/2019","16:27","Cash","5"
"500-02-2261","C","Normal","Female","3","171.87","4","3/21/2019","17:04","Debit card","7"
"720-72-2436","A","Normal","Male","3","null","3","3/2/2019","18:14","Debit card","8"
"702-83-5291","C","Member","Male","2","299.46","18","3/27/2019","10:43","Cash","3"
"809-69-9497","A","Normal","Female","5","137.04001","20","1/19/2019","19:30","Debit card","3"
"449-16-6770","A","Normal","Male","4","152.37","5","2/19/2019","14:53","Credit card","6"
"333-23-2632","A","Member","Male","4","30.24","5","3/28/2019","20:14","Cash","5"
"489-82-1237","A","Normal","Female","1","281.63998","7","1/5/2019","11:51","Credit card","9"
"859-97-6048","C","Member","Male","1","252.75","1","3/26/2019","14:13","Credit card","6"
"676-10-2200","B","Member","Male","2","161.34","1","2/3/2019","20:13","Debit card","6"
"373-88-1424","C","Member","Male","5","107.43001","5","2/6/2019","18:44","Debit card","10"
"365-16-4334","B","Normal","Female","3","79.29","8","2/24/2019","14:26","Debit card","10"
"503-21-4385","B","Member","Male","4","119.729996","9","2/21/2019","12:40","Debit card","5"
"305-89-2768","B","Member","Female","5","65.7","3","1/9/2019","18:43","Debit card","6"
"574-80-1489","B","Member","Female","3","188.54999","4","2/25/2019","13:22","Debit card","10"
"784-08-0310","C","Member","Female","3","63.120003","4","1/13/2019","13:58","Cash","9"
"200-40-6154","B","Member","Male","5","197.73001","6","2/9/2019","11:45","Cash","7"
"846-10-0341","A","Normal","Female","2","127.71","7","1/6/2019","11:51","Cash","8"
"577-34-7579","C","Member","Male","3","151.47","13","1/10/2019","17:16","Cash","7"
"430-02-3888","B","Normal","Male","1","138.06","6","2/7/2019","15:55","Cash","9"
"867-47-1948","C","Normal","Female","5","47.4","10","1/9/2019","12:07","Cash","10"
